"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Republic of Korea","2001","Male","Not applicable","Percent","92.25821"
"Republic of Korea","2001","All genders","Not applicable","Percent","92.56578"
"Republic of Korea","2000","All genders","Not applicable","Percent","94.98544"
"Republic of Korea","2000","Male","Not applicable","Percent","95.09322"
"Republic of Korea","2000","Female","Not applicable","Percent","94.86836"
"Republic of Korea","1999","Female","Not applicable","Percent","95.79654"
"Republic of Korea","1999","Male","Not applicable","Percent","96.079"
"Republic of Korea","1999","All genders","Not applicable","Percent","95.94332"
"Republic of Korea","1998","All genders","Not applicable","Percent","96.63765"
"Republic of Korea","1998","Male","Not applicable","Percent","96.43959"
"Republic of Korea","1998","Female","Not applicable","Percent","96.85133"
"Republic of Korea","1997","Female","Not applicable","Percent","100"
"Republic of Korea","1997","Male","Not applicable","Percent","98.9356"
"Republic of Korea","1997","All genders","Not applicable","Percent","99.44843"
"Republic of Korea","1996","All genders","Not applicable","Percent","98.62161"
"Republic of Korea","1996","Male","Not applicable","Percent","98.20137"
"Republic of Korea","1996","Female","Not applicable","Percent","99.07154"
"Republic of Korea","1992","Female","Not applicable","Percent","86.79902"
"Republic of Korea","1992","Male","Not applicable","Percent","88.0018"
"Republic of Korea","1992","All genders","Not applicable","Percent","87.41882"
"Republic of Korea","1991","All genders","Not applicable","Percent","88.16816"
"Republic of Korea","1991","Male","Not applicable","Percent","89.34477"
"Republic of Korea","1991","Female","Not applicable","Percent","86.92045"
"Republic of Korea","1989","Female","Not applicable","Percent","83.57784"
"Republic of Korea","1989","Male","Not applicable","Percent","84.73848"
"Republic of Korea","1989","All genders","Not applicable","Percent","84.1739"
"Republic of Korea","1986","All genders","Not applicable","Percent","84.56004"
"Republic of Korea","1986","Male","Not applicable","Percent","85.79776"
"Republic of Korea","1986","Female","Not applicable","Percent","83.2418"
"Republic of Korea","1985","Female","Not applicable","Percent","81.02946"
"Republic of Korea","1985","Male","Not applicable","Percent","84.50754"
"Republic of Korea","1985","All genders","Not applicable","Percent","82.82405"
"Republic of Korea","1984","All genders","Not applicable","Percent","81.20938"
"Republic of Korea","1984","Male","Not applicable","Percent","83.55686"
"Republic of Korea","1984","Female","Not applicable","Percent","78.7072"
"Republic of Korea","1981","Female","Not applicable","Percent","69.93949"
"Republic of Korea","1981","Male","Not applicable","Percent","77.04872"
"Republic of Korea","1981","All genders","Not applicable","Percent","73.61106"
"Republic of Korea","1980","All genders","Not applicable","Percent","69.6928"
"Republic of Korea","1980","Male","Not applicable","Percent","74.15743"
"Republic of Korea","1980","Female","Not applicable","Percent","64.92361"
"Republic of Korea","1979","Female","Not applicable","Percent","58.52874"
"Republic of Korea","1979","Male","Not applicable","Percent","70.90147"
"Republic of Korea","1979","All genders","Not applicable","Percent","64.92359"
"Republic of Korea","1978","All genders","Not applicable","Percent","61.15702"
"Republic of Korea","1978","Male","Not applicable","Percent","67.60883"
"Republic of Korea","1978","Female","Not applicable","Percent","54.24665"
"Republic of Korea","1977","Male","Not applicable","Percent","64.56925"
"Republic of Korea","1977","All genders","Not applicable","Percent","57.75924"
"Republic of Korea","1977","Female","Not applicable","Percent","50.46271"
"Republic of Korea","1976","Female","Not applicable","Percent","46.39547"
"Republic of Korea","1976","All genders","Not applicable","Percent","53.97355"
"Republic of Korea","1976","Male","Not applicable","Percent","61.05642"
"Republic of Korea","1975","Male","Not applicable","Percent","57.22876"
"Republic of Korea","1975","All genders","Not applicable","Percent","50.09903"
"Republic of Korea","1975","Female","Not applicable","Percent","42.50131"
"Romania","2014","All genders","Not applicable","Percent","85.61017"
"Romania","2014","Male","Not applicable","Percent","85.52239"
"Romania","2014","Female","Not applicable","Percent","85.70269"
"Romania","2013","Male","Not applicable","Percent","86.62619"
"Romania","2013","All genders","Not applicable","Percent","86.75281"
"Romania","2013","Female","Not applicable","Percent","86.88627"
"Romania","1997","Female","Not applicable","Percent","71.44336"
"Romania","1997","All genders","Not applicable","Percent","70.42217"
"Romania","1997","Male","Not applicable","Percent","69.44994"
"Romania","1996","Male","Not applicable","Percent","68.67727"
"Romania","1996","All genders","Not applicable","Percent","69.67768"
"Romania","1996","Female","Not applicable","Percent","70.72841"
"Saint Kitts and Nevis","2014","Male","Not applicable","Percent","81.20861"
"Saint Kitts and Nevis","2014","All genders","Not applicable","Percent","82.93194"
"Saint Kitts and Nevis","2014","Female","Not applicable","Percent","84.69691"
"Saint Kitts and Nevis","2013","Female","Not applicable","Percent","87.98632"
"Saint Kitts and Nevis","2013","All genders","Not applicable","Percent","85.0264"
"Saint Kitts and Nevis","2013","Male","Not applicable","Percent","82.13689"
"Saint Kitts and Nevis","2012","Male","Not applicable","Percent","68.13746"
"Saint Kitts and Nevis","2012","All genders","Not applicable","Percent","70.09225"
"Saint Kitts and Nevis","2012","Female","Not applicable","Percent","72.09201"
"Saint Kitts and Nevis","2011","Female","Not applicable","Percent","88.12806"
"Saint Kitts and Nevis","2011","All genders","Not applicable","Percent","85.90589"
"Saint Kitts and Nevis","2011","Male","Not applicable","Percent","83.73206"
"Saint Kitts and Nevis","2010","Male","Not applicable","Percent","88.9436"
"Saint Kitts and Nevis","2010","All genders","Not applicable","Percent","88.32315"
"Saint Kitts and Nevis","2010","Female","Not applicable","Percent","87.68879"
"Saint Kitts and Nevis","2009","Female","Not applicable","Percent","93.9804"
"Saint Kitts and Nevis","2009","All genders","Not applicable","Percent","90.4388"
"Saint Kitts and Nevis","2009","Male","Not applicable","Percent","86.96845"
"Saint Kitts and Nevis","2008","Male","Not applicable","Percent","89.87109"
"Saint Kitts and Nevis","2008","All genders","Not applicable","Percent","91.1669"
"Saint Kitts and Nevis","2008","Female","Not applicable","Percent","92.48826"
"Saint Kitts and Nevis","2007","Female","Not applicable","Percent","84.23761"
"Saint Kitts and Nevis","2007","All genders","Not applicable","Percent","84.49433"
"Saint Kitts and Nevis","2007","Male","Not applicable","Percent","84.74576"
"Saint Kitts and Nevis","2005","Male","Not applicable","Percent","77.17627"
"Saint Kitts and Nevis","2005","All genders","Not applicable","Percent","79.9117"
"Saint Kitts and Nevis","2005","Female","Not applicable","Percent","82.75552"
"Saint Kitts and Nevis","2004","Female","Not applicable","Percent","83.19964"
"Saint Kitts and Nevis","2004","All genders","Not applicable","Percent","78.01603"
"Saint Kitts and Nevis","2004","Male","Not applicable","Percent","73.1142"
"Saint Kitts and Nevis","2003","Male","Not applicable","Percent","73.35554"
"Saint Kitts and Nevis","2003","All genders","Not applicable","Percent","78.93943"
"Saint Kitts and Nevis","2003","Female","Not applicable","Percent","84.93518"
"Saint Kitts and Nevis","2002","Female","Not applicable","Percent","84.79638"
"Saint Kitts and Nevis","2002","All genders","Not applicable","Percent","81.90889"
"Saint Kitts and Nevis","2002","Male","Not applicable","Percent","79.25"
"Saint Kitts and Nevis","2001","All genders","Not applicable","Percent","90.95349"
"Saint Kitts and Nevis","2000","All genders","Not applicable","Percent","95.82966"
"Saint Kitts and Nevis","1992","All genders","Not applicable","Percent","79.02032"
"Saint Kitts and Nevis","1992","Female","Not applicable","Percent","80.02296"
"Saint Kitts and Nevis","1992","Male","Not applicable","Percent","78.03316"
"Saint Kitts and Nevis","1989","Male","Not applicable","Percent","71.59133"
"Saint Kitts and Nevis","1989","Female","Not applicable","Percent","77.43379"
"Saint Kitts and Nevis","1989","All genders","Not applicable","Percent","74.49093"
"Saint Kitts and Nevis","1988","All genders","Not applicable","Percent","73.98885"
"Saint Kitts and Nevis","1988","Female","Not applicable","Percent","77.04323"
"Saint Kitts and Nevis","1988","Male","Not applicable","Percent","70.99644"
"Saint Kitts and Nevis","1986","Male","Not applicable","Percent","65.67603"
"Saint Kitts and Nevis","1986","Female","Not applicable","Percent","67.54832"
"Saint Kitts and Nevis","1986","All genders","Not applicable","Percent","66.59458"
"Saint Lucia","2013","All genders","Not applicable","Percent","80.65652"
"Saint Lucia","2013","Female","Not applicable","Percent","81.15559"
"Saint Lucia","2013","Male","Not applicable","Percent","80.15833"
"Saint Lucia","2012","Male","Not applicable","Percent","81.20133"
"Saint Lucia","2012","Female","Not applicable","Percent","83.63704"
"Saint Lucia","2012","All genders","Not applicable","Percent","82.41738"
"Saint Lucia","2011","Female","Not applicable","Percent","84.20732"
"Saint Lucia","2011","Male","Not applicable","Percent","81.5061"
"Saint Lucia","2011","All genders","Not applicable","Percent","82.85229"
"Saint Lucia","2010","All genders","Not applicable","Percent","83.75438"
"Saint Lucia","2010","Male","Not applicable","Percent","83.30969"
"Saint Lucia","2010","Female","Not applicable","Percent","84.20423"
"Saint Lucia","2009","Female","Not applicable","Percent","85.54516"
"Saint Lucia","2009","Male","Not applicable","Percent","80.88785"
"Saint Lucia","2009","All genders","Not applicable","Percent","83.20103"
"Saint Lucia","2008","All genders","Not applicable","Percent","80.07374"
"Saint Lucia","2008","Male","Not applicable","Percent","77.37693"
"Saint Lucia","2008","Female","Not applicable","Percent","82.80165"
"Saint Lucia","2007","Female","Not applicable","Percent","82.41745"
"Saint Lucia","2007","Male","Not applicable","Percent","71.70992"
"Saint Lucia","2007","All genders","Not applicable","Percent","77.0447"
"Saint Lucia","2006","All genders","Not applicable","Percent","68.58648"
"Saint Lucia","2006","Male","Not applicable","Percent","61.18172"
"Saint Lucia","2006","Female","Not applicable","Percent","75.99038"
"Saint Lucia","2005","Female","Not applicable","Percent","74.31172"
"Saint Lucia","2005","Male","Not applicable","Percent","61.47211"
"Saint Lucia","2005","All genders","Not applicable","Percent","67.92679"
"Saint Lucia","2004","All genders","Not applicable","Percent","62.59162"
"Saint Lucia","2004","Female","Not applicable","Percent","61.3876"
"Saint Lucia","2004","Male","Not applicable","Percent","63.82043"
"Saint Lucia","2003","Male","Not applicable","Percent","56.50402"
"Saint Lucia","2003","Female","Not applicable","Percent","70.52488"
"Saint Lucia","2003","All genders","Not applicable","Percent","63.60869"
"Saint Lucia","2002","All genders","Not applicable","Percent","60.3525"
"Saint Lucia","2002","Female","Not applicable","Percent","67.55834"
"Saint Lucia","2002","Male","Not applicable","Percent","52.92254"
"Saint Lucia","2001","Male","Not applicable","Percent","53.95641"
"Saint Lucia","2001","Female","Not applicable","Percent","67.53098"
"Saint Lucia","2001","All genders","Not applicable","Percent","60.85208"
"Saint Lucia","2000","All genders","Not applicable","Percent","62.28744"
"Saint Lucia","2000","Female","Not applicable","Percent","69.50454"
"Saint Lucia","2000","Male","Not applicable","Percent","54.84529"
"Saint Lucia","1999","Male","Not applicable","Percent","53.18137"
"Saint Lucia","1999","Female","Not applicable","Percent","68.40484"
"Saint Lucia","1999","All genders","Not applicable","Percent","60.90013"
